,comment,author,hateful,category
1668,"['TODA RIDICULA GERRA ,,,, SOLAMENTE TRAE MAS PENAS ,,,, Y MAS PROBLEMAS ,,,,']",UCIGmrIv2ZNY98fs3Terwsvg,0.9884803295135498,ideología política
2466,"['Esta mina esta acostumbrada a un pais que es mas chico que bs as, si ahi no tienen cobertura de celular en todos lados pretende que nuestro pais de miles de km con todo naturaleza de por medio lo tenga jajja. Somos sudamericanos muy orgullosos de serlo y esta tipa se le cayo la careta y demostro el racismo que tiene']",UC1cpVhCcZ2JVXjddlkwLRNw,0.9884281754493712,ideología política
2480,['Drogadicta inmoral desagradable mala yerba'],UCjEnbG4HbMqIuFguVlZjQcw,0.9882020354270936,racismo
3100,['TRAIDORA DE MIERDA'],UCAdWZIg-4oh0i2QqWeTVsvA,0.9873141646385192,ideología política
1700,['Esa vieja en problemas lo va meter'],UCPD73ZEBUiveA7GnDoaWaxg,0.9870298504829408,ideología política
3541,['TOMATELA PLANERA DE MIERRRRRR CON TODAS TUS PELICULAS DE MIERDDDDDD\n...💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩'],UCQVxduXZg1gYXa9JoD4p75Q,0.9864582419395448,machismo
590,"['que amiga te da todo de a gratis, jajajajajajajaja esta es media cojudita.']",UCwP0ry6yV8coNvhTn02h73A,0.9853608012199402,machismo
240,['Histérica prepotente'],UCyaqfHGyfRnjsyqEaaRFQFg,0.9852745532989502,machismo
3130,['Estas enferma.'],UCA5bUYa21DWuoQuO8xumipQ,0.9852257370948792,ideología política
1685,['SE RECHAZÓ MENTIROSA.!!'],UCZHacuvuSvwq-uNQ8fEWKUA,0.9850887656211852,machismo
3807,['VIVA AMLO Y LA 4T 🇲🇽💯❤👑\nY EL TREN MAYA vieja taruga'],UCo_yTeOQ_uTse9c_3ELx9Eg,0.983630359172821,ideología política
3723,['Loca de mierdad la mama'],UCL3svv8nLbtWvAeRMM13iOQ,0.9832363724708556,ideología política
309,['No pasó nada lo único que quiere esta tia es dinerito fresco mentirosa!!'],UC8QiqvwbFHPx9k-UzSA390w,0.9816274046897888,machismo
2972,['Que muñeca más malvada jj'],UCsgUX4s_NmW-_0bU_T7hazQ,0.9813856482505798,ideología política
1724,['Le muestran evidencia y se pone extrambotica la mujer q show.'],UCp7KAiABQBa9yoDSaJq6fuA,0.9805548787117004,ideología política
1697,['Mentirosa los hospitales pícara'],UCv5e_17Rv2a2OEqP--axkgA,0.9802930951118468,ideología política
1592,['Se ve igual de pedorra'],UCPKpvmrHBkiSYFDEcBAtAfw,0.9801820516586304,ideología política
3652,"['Ella nos esta haciendo recuperar el pais por vias democráticas. Los que dicen que el abusador se saca a la fuerza... que fuerza? Los venezolanos pelean con su dia a dia para llevar alimentó a sus casas; la armada? Tambien pobre, debilitada, corrupta  y viciosa; Entes internacionales? 😂  Los gringos?']",UCU0uPWi9IDlsSuTRHpM7HZg,0.9795154929161072,ideología política
441,['Femilocas enfermas mentales con sus CHINGUIRITOS  para amigotes'],UCaWLgqWdOFe4N7lRuFnZPnA,0.9791791439056396,machismo
1116,"['2:09 Porque estás jodidamente obesa, ve al puto gimnasio mija...']",UC9hheDdNx9G565UI_vM1XzQ,0.9791181087493896,machismo
3216,['Afea? Yo diría que es una Feisima...😂😂😂'],UCKgTz5E2FA3di1laUJDWGog,0.9789447784423828,machismo
3869,['Gata 🤨fea'],UCzkSUAbYNVaY9rTrmLTBOTA,0.978270411491394,machismo
2456,['Ella no está criticando a los argentinos sinó al sistema que los mantiene en esas condiciones!! Que poco entendimiento. Esta Española es directa y transparente.'],UC1KE_Gb7JilSqUoyHDZXw8Q,0.9778741002082824,ideología política
2201,['Ustedes los españoles son unos mazocas. Para aguante ustedes. Donde dije digo dije Diego.'],UCv_zrbdug_Hci9fq0xx_zDA,0.9778153896331788,racismo
696,['Soy un hombre maltratado  nadie me ayuda me sumare  a la lista de suicidios esa mujer que dice lo de los culos miente como una bellaca aquí nadie le dice el culo a nadie .si siempre hay alguien enfermo normalmente huimos para que no nos violen'],UCLEkz-34LdQBkRW_jYCb4fA,0.9777365326881408,machismo
2245,['Que gordas son'],UCsi9ZlLni-9-6wcyczIQzuw,0.9757594466209412,machismo
1780,['Esta mujer es una aprovechada la herencia es de la hija y eya dispone de todo'],UCF_rN69tTRiGD1jly1K1qGQ,0.9748332500457764,machismo
1640,"['Los emigrantes ilegales pa su pais, hay que ser ordenados']",UC2rltx1AuN_zXeVZw5q0wAg,0.974057912826538,racismo
3591,['Discúlpame con mucho respeto te digo que esa Pilar Vidal es una 👹'],UCFPWNCZca8smPCwDr-Zl3Vg,0.9736254811286926,machismo
1731,['Abusadora....quiere más dinero..por qué buscan de otro País...busquen de su país...'],UC0MjfpDGMYfk3NmlmLDtVYg,0.9736044406890868,ideología política
2249,['La niña de morado me caeria gorda porque se cree mucho (Ademas de que esta gorda)'],UCz24SGE5DVtLPMSi48Be0qA,0.9722968935966492,machismo
1774,"['Y mientras tanto mil africanos se meten en un cuartel de Alcalá de Henares lleno de ARMAS,muy poco vigilado, los fines de semana 4 vigilantes.Si se amotinan ...Otro cuartel en Carabanchel y otro en Cartagena.INVASION MASIVA DE ILEGALES PARA USARLOS  DE EJERCITO.De que liberalismo hablas,no,solo aparente y engañoso.']",UCXxwEHT763WjsiMnOdRwiGw,0.971489191055298,racismo
2562,['Que outa'],UCaWG89rxJg--xV_TCDr2xzQ,0.9713793992996216,ideología política
2274,"['Por qué?? todos creen que los machistas son españoles, cuando los machistas son esos marroquies y musulmanes que tienen esas ideas,este pais se esta llendo a la mierda,si asta ahi pruebas de ello y siguen con lo mismo,eso es lo que hacen las feministas, sabiendo que son esos los que no se adaptan al occidente,deberian echarlos a su pais.🤔']",UC7KWPog-aWXmo2sjgT732lg,0.9713377952575684,racismo
1174,['Pobre arrastrada 😅'],UCnQne5I9MaDeucNPD9Q-szg,0.9711140990257264,ideología política
3733,"['ESA JESSICA SIEMPRE DE BARBERA CON EL SR INFANTE, ME CAE MAL 👎🏻❌  NADA AUTÉNTICA , NO TIENE NADA BUENO QUE OPINAR SI NO COPIA AL SR, DE HUEVA ESA MUJER 😏']",UCFImoZWujr1HguRU7cencsw,0.9710432887077332,ideología política
972,['pobre diabla... me da pena sus razones estupidas'],UCqZY8K8S9KzhN4Q9ZK7-fPQ,0.9703585505485536,machismo
493,"['Está mujer está quedando más loca que saber quién diablo, chanchada estás disque charlas, los mismes jaja solo verga']",UCnG9s-oShSfpYfHS6wObGhg,0.9694632887840272,machismo
2522,"['Pero cómo es posible ésto.? Inglaterra ha sido un país rico,no puede estar dando lástima,eso es para los chinos y para los rusos,que tienen la mente retorcida.\nEsos ricos,esos millonarios,esos artistas locos que botan el dinero,hagan algo por éste pueblo culto,que ha sido la admiración del mundo.\nMi solidaridad desde León-Nicaragua,Ciudad Universitaria.-']",UCihVdpf8TI_F53GSqZmeuLQ,0.9693398475646972,racismo
2107,['Los chinos se ko.comeran todo...\nY los listos europeos a hacer puñetas ..\nTiempo al tiempo.'],UCqpDDOz26BaoHqhmlqj0MpA,0.968988835811615,racismo
3205,"['Quizas el sufrimiento de aquellos que iniciaron las colonizaciones en el mundo no los tenemos claro, lo que si queda bien establecidos en rl mundo son todos  esos indios que fueron vilmente MASACRADOS ASESINADOS,ESCLAVIZADOS, solo para despojarlos de las tierras que les pertenecieron, por años, hasta que llegaron, lis INVASORES que antes les llamaban colonizadores, como si los que habitaban esas tierras hubieran sido animales.']",UCfNbtmYjWAZOcq-bBcAodnw,0.9689409136772156,ideología política
3558,['Buena aunque no me gustan los gringos haciendo de las suyas en nuestro territorio'],UCcgpE7HGnSbYGKsyz4JDYsw,0.9682750105857848,ideología política
2263,['La razon por la que la mujer española (principalmente la feminista progre) es asi es porque en realidad quieren a alguien que la maltrate y domine despues de todo en el interior odian todad las leyes feministas y el estilo virginal que las hacen tener junto el echo de que el hombre español se volvio sumiso\n\nLes aseguro que si el hombre español fuese mas vivo y mas dominante y ke valiera un comino eso de pedir permiso para tocarla a través de un papel  ahora mismo no abria emigrantes y la natalidad española estaria por los cielos'],UCQuqFBBFrms86sNfkLxbuVQ,0.9681254029273988,machismo
2118,['esa beatriz preciado...tremenda loca'],UCuZ3a07j7fEQyi7y60rZF1A,0.967810869216919,ideología política
2212,['Que traumas tendrá esta pobre mujer.'],UChU9wJ7mcDrLiwYxsoQJRxQ,0.9678048491477966,machismo
2261,['Yo tengo una amiga española que está casada con un hombre musulmán y es una pesadilla total. Ya le dió una cachetada frente a los hermanos de él. Le ofende en árabe. En una ocasión le ofendió diciéndole que se iba a follar a la p€&@ de su madre. No trabaja y ella es quien le mantiene con la excusa de que todavía no tiene sus papeles. Y además ella hace las labores en casa. En el Ramadán este zángano se la vivía durmiendo todo el día y en la noche se levantaba a cenar tooodo lo que le hacía ella. Es desesperante ver ese cuadro 😢'],UCT6jzywIdkuGQAMGbAAJbEQ,0.9675487279891968,machismo
273,['La periodista o señora de seguro es una feminista.. pues que se prepare para quedarse sola asta la muerte..SOLA ..SOLA ..SOLA'],UCoLB3OQY7aGK1sGovPmgZXQ,0.9670757055282592,machismo
3567,"['Buenos días . No hay un político sano. siempre mirando su carrera ombligo y poder para ser, títeres de los Yankees y otros ogros  con ganas de manipular en Union con los prepotentes Yankees,,, y ya nos vendieron a estos asesinos y elitistas, Feijóo otro cochino Américano, que detenían a los anti vacunas cochinas Yankees matando más que curando no valen un pimiento ningún político anti humano']",UCjdiPqrP4eeqIKR6T2aBsGQ,0.9654541611671448,ideología política
1112,['Obesa 🔫🔫🔫🔫'],UCDn3h0lyWMT0_-L7Jl_DMdw,0.9647578597068788,machismo
2272,"['Quieren deconstruir al blanco español, para que las españolas, busquen hombres de otras culturas, para acabar con la raza blanca.']",UCx68XoH_AwGp83CWwo7_Rig,0.9643949270248412,racismo
2031,"['Está MATANDO españoles. Sin sangre ni medicos .ni  bulanciss .con patrras para otro sitio y otros aqui. .SANCHEZ O TODOS EN Ptrras o yu solo y familiar rn pateras al cosmos con , ZP. Por el tunel y zp de capitán de patera al cosmos pues mo habrá mas costa s costas']",UC_8js9UVJ9g27NPukNZsZWA,0.963343381881714,racismo
3624,['Esta mujer lo mezcla todo. No se dice lo que ella esta diciendo aqui.'],UCBAwqa3oMsE2GZQlhe0mKXQ,0.96301931142807,ideología política
3594,['MAICA..gracias Eres  buena  comunicadora ... pilar Que pesada de mujer...'],UCwSvmcbsDEvAs6BLpg1Kbow,0.9626720547676086,ideología política
3182,['Coman mierda Elfos negros????'],UCVO8H_slHdXA2KN3iyVBocg,0.962266445159912,ideología política
905,['Porque no preguntas que hacen los americanos dando por culo'],UC9giRButtQseBNAchR93zrA,0.9617724418640136,ideología política
2707,"['Que clase de franceses permiten que inmigrantes los maten en su propia tierra , con razón tienen fama de cobardes']",UC-D7Juf_zKEoSD7bdMiaJ-A,0.961595892906189,racismo
639,['¿Cómo puede sentir alegría de ganarle a una mujer?  Esa Lía Thomas esta doblemente enferma.'],UCgTajq96z-dHZvIDUq0Ldyg,0.9613820314407348,ideología política
2999,"['Felicitaciones  a el presidente  putin y a su gran nacion Rusia. Deberian tambien criminalizar a esas locas feministas tambien , lo unico que traen es degenero a la sociedad.']",UCwMg3muSkfSWNZ1bOvFxwSw,0.9613220691680908,ideología política
3932,['Pinches furros'],UC0BZBPrKeCG0ipC6bGJw5LQ,0.9603973627090454,ideología política
3614,['Esa Señora ya no la queremos que si en el gobierno'],UCgRrwEyZeiaO_T5rmSCNjgQ,0.960053324699402,ideología política
3144,"['Me gustaria saber de todos esos racistas machistas asesinos naltratadores , cuantos son españoles y cuántos extranjeros. \nQue siiiii progres que ya lo se , que tidos son delincuentes , pero me gustaria saber nacionalidades, simple curiosidad\nY a vosotros, progres???']",UC0fmfVhG7R2rF4DzYBl7d7Q,0.9594976902008056,ideología política
1779,['La mamá de Daria es una bruja'],UCaJmjaBz8HY6bDrUtSA-oIQ,0.9585036039352416,ideología política
681,"['Vales lo wuw generas, mercado libre! Las feministas cerradas de mente no se enteran...😂']",UCKh3UleFzK4JV_UDRR_4e2g,0.9584580659866332,ideología política
2065,['Que edsajerada esa mujer q tiene q le toque sólo que tal ves ese hombre seenamorod e Ya sólo quería tocarla par hablar educadmnte pero esa mujer está loka ella es la loka esehonre pareses ser un buen hombre así lo quería absrpei aveces los hombre son todos Solo valientes al ser rechazado pero q Mas ay mor d mierda el el mundo en todas la ciudades no estar moelntndo clases de mujeres así lokass'],UCgOjaupneGu3t_em1pGCaOg,0.9583179950714112,machismo
3756,"['Por suerte somos muchos más millones de mujeres, que no hacemos caso a estas lloronas crueles\nEllas son unas dictadoras, todas ellas, a las que el heteropatriacado de sus partidos políticos, después de destrozarlas y aprovecharse de ellas, las metieran en la política.\nEllas nunca sabrán como es una mujer que se dedicó a la politica, o fue directora de multinacional, o un mando del ejército, o cualquier cargo privado,  SOLAMENTE CON DU ESFUERZO Y VALIA, POR HABER ESTUDIADO Y HABERSE FIRJADO SU FUTURO.   SOLAS, SIN EL EMPUJÓN DE UN HOMBRE .\nEllas nunca lo sabrán porque solo han sido activistas']",UCFZZyNWSSxmxIfBxF0q_uDw,0.957386076450348,ideología política
2703,"['Pero esperen un segundo, hay algo muy confuso aqui señores, como si la vieja esa no la dejaba tener novios o amigas a su hija, como tuvo a la nieta entonces?']",UCMTrFUqL4SkoIf2Xnyq21UQ,0.9564833641052246,ideología política
2436,"['Así tengo una compañera de trabajo, tan miserable y tacaña, se viste de ropa regalada, compra fruta y verduras para dividirlas en dos semanas y cocinar con un presupuesto de 200 pesos mexicanos para toda la semana. No come plátanos para no tirar la cáscara, dice ser vegetariana, pero es para no comprar carne ya que le resulta cara, pero si le ofrecemos un taco de carnitas sin pedos se lo come. Las colaciones que nos dan en el hospital si no las comemos se las lleva y eso es su desayuno, comida y cena, obviamente le rinden más sus 200 pesos y sus vegetables que compra']",UChlwm0A1MwsQv0tu_ifyfSQ,0.9556779861450196,ideología política
3875,"['No mames ahorita si muy mexicanos todos y criticando a los morros pero que tal con la Gloria Trevi, que hasta su contenido de peliculas le consumen, esa pa que vean hizo cosas mas gachas a LAS mexicanas']",UCHCl2vyzT1HCumqYzglOZqg,0.9554283022880554,ideología política
2172,['Cagonas'],UC2bpESnyyZDLeKqFuIskKaA,0.9548612833023072,racismo
1637,['haber haber....\nosea toda pobre... indocumentada \npero tiene  un celular... de calidad fotográfica para grabar y no pagar el alquiler'],UCrjFaUsGDmVss_OpeZejhqw,0.9543312788009644,racismo
1006,"['Como se denuncia ? Yo sufrí humillaciones según porque era fea para él y no apta para vivir con el,  me intimidaba si le decía algo a mis papás de su agresión contra  mi, igual me excluía de sus planes cuando salía con mi hija, otra cosa es que me ofendía de “golfa asquerosa “, igual como olvidar que me hacía sentir insegura con decirme o mormura con su madre que era una mugrosa y hasta me hacía sentir miedo de vas a ver como te va ir. En fin a ese hombre por eso igual lo separe de mi hija, un tal Josue Camarillo Vásquez…solo aguas con esas personas que no te agraden físicamente pero si lo hacen psicológicamente …debería denunciarse eso porque la mayoría de hombres introducen esa violencia por fuerza y aún existe el machismo.']",UCzzHx2PPtwET2qUYSs-nXpA,0.9537586569786072,machismo
286,['Los gringos son un cancer cuando vienen a hablar con su inglés rancio'],UC3F3K1P0d_EHhVF6JV8TP1Q,0.9533355236053468,racismo
248,['Suelen ser mujeres mentirosas y manipuladoras.'],UCD0CTV8RO1YSgPcSiK2CUYw,0.95298171043396,racismo
871,['Aqui el problema son los arabes pero como los palestinos son musulmanes x eso le hechan la culpa a Israel'],UCnFR6iZaPQSQ3GOzLDIwtTQ,0.9529683589935304,racismo
748,['¿Y cuántas mujeres han sido violadas y asesinas por vuestros queridos inmigrantes ilegales?'],UCU-iigDIysfX3xRoNOv_5VA,0.9529076218605042,racismo
2980,"['Es gracioso que ellos en sus propagandas hicieran ver a los negros como nefastos animales violadores y sanguinarios cuando ellos hasta hoy han sido en la historia el regimen que ha matad0 mas gente y que en las pruebas hechas de la guerra se pudo obtener que 1 de casa 3 mujeres exiliadas de su pais (despues de la guerra alemana) fueron violadas por sus mismos rescatistas (aclaro personas blancas) sumandole a esto las muertes de millones de personas que vivian felizmente como los judios o personas con discapacidades, es ironico realmente...']",UCMB7wqA77eu3q7MNA4lDjqw,0.9528626203536988,racismo
3900,"['Todos se sienten orgullosos y presuemn lo muy mexicanos que son, pero el mismo mexico y su misma gente se ha echado la soga al cuello, solo son fansticos macionalistas que cuando hay verdaderos problemas no cooperan como en este caso 7 de 19 estados y discutiendo por sus diferencias porliticas de mierda']",UCPIDJhUxr76CESD53STXGnw,0.951845109462738,ideología política
2269,"['En Alemania, no son solo las chicas jóvenes las que van a por los moros, e incluso se unen al islam. Basta con salir con un par de hombres alemanes, o tener una conversación con ellos sobre qué es una relación y cuál es su rol como hombre en ella, para entender por qué las mujeres poco a poco se sienten cada vez menos atraídas por ellos. El hombre occidental está perdiendo sus huevos, ni más ni menos. Lo triste es que somos las mujeres las que les exigimos que se “deconstruyan”, solo para luego darnos cuenta de que no nos atraen los hombres modernos, sino que seguimos estando intensamente atraídas por el hombre masculino tradicional (que no ultramachista, pero tradicional sí).\n\nEn mi caso, di con uno de los pocos alemanes que pueden plantarle cara a cualquier árabe, un tipo seguro de sí mismo, orgulloso de sus raíces (aunque no de su gente actual), con una mentalidad de proteger y proveer, fuerte y aún así con un lado emocional resplandeciente (que solo es accesible para mí, eso sí). Obviamente, es de derechas, y creo se le nota. Aunque veo la apatía de las alemanas para el hombre común alemán (muy de izquierdas, con el look que eso conlleva), con mi pareja eso no pasa. Muchas veces le entablan conversación, casi siempre usando sus muchos tatuajes para ello. Me sorprende que un tipo como él, que tiene mucha pinta de derechas, tenga tanta atención femenina en una ciudad ultra izquierdista. Y que, por el contrario, todos los demás hombres alemanes se quejen de que las minas no les dan bola.\n\nMuy curioso, ver todo esto ante mis ojos. Yo me consideraba feminista hasta el año pasado, cuando por fin me di cuenta de lo engañada que estaba. Cuando me atreví a buscar al tipo de hombre que siempre soñé, lo encontré. Acabé con alguien muy de derechas, y es la primera relación en mi vida que me hace realmente feliz, en la que puedo relajarme y ser yo la mujer, ademá de compartir mi vida con alguien que tiene mucho sentido común. Entendí todo lo que iba mal en mis relaciones anteriores.']",UCxCnhIKRqEIUt8NQjx-ULcg,0.951322615146637,machismo
3259,['Desde su comienso los sionistas los judios tenian planeado matar a todos los palestinos'],UCeXyiuVzm8HG9vLcIuD4Ofg,0.951249063014984,racismo
3258,"['En el absurdo paralelo, los enanos bálticos con berrinche dejan de asistir a reunión porque Rusia asiste..., nadie durmió, nada se pudo conversar sin los importantes chiguaguas. En la vida real, Rusia continua  avanzando sin invadir ni bombardear civiles, sin matar médicos ni periodistas, sin asesinar niños, ni desconectar incubadoras de recién nacidos']",UC66I3oFxxkLqFgVnh2EiBMQ,0.9510790705680848,ideología política
1115,['Que una amargada chiflada consiga ir a un colegio para hacer eso a unos pobres niños.........\n\nEsto sólo pasa aquí'],UCTpvpupT8b3FQJAm6XapQsA,0.9510514140129088,ideología política
2460,"['Decile a esta mujer que argentina es 6 o 7 veces más grande que españa y con menos población . Que en BS As tiene un poco menos de rutas que españa . Lógico no es lo mismo hacer 500 km de rutas que 2500 y todas sus derivación. En el sur no podes hacer una estación cada 100k por 50 autos que pasan por día . Es la parte menos poblada . Quiere que hagamos 3000km de rutas iluminadas ni los yankee tiene esas rutas que no hable boludeces . Es como criticar a los yankees que pero en el desierto no tenes luces , no hay buena señal y no tenes cada 50 km una estación de servicio y sin mano y contramano. Y muy mal no tener guarda en los costados de la ruta. En fin']",UC5xgGlXLres0t4P4JdOJvuQ,0.9510300159454346,ideología política
4,['Me da as o esta mujer que hirror'],UC9yYR8_Di37L_H-gI6Y6-_Q,0.9510021209716796,machismo
874,['Lo que me queda claro es que a los judíos no los quiere nadie... por algo será... y son los palestinos quienes se los tienen que comer con patatas... y los británicos como siempre detrás de todos los despropositos...'],UCbunLvutIVMw1NWG9IpSrHQ,0.950272023677826,racismo
975,['Esta no sabe de lo ke habla'],UCOet6DPcZwJiqSFdrM1Cjpg,0.9497074484825134,ideología política
3949,"['Las “feminazis” le han destrozado la carrera y la credibilidad a esta pobre mujer, la cabeza no le da para más y por dejarse llevar por estas “enfermas” la ha cagado y bien además']",UC2n0GoDbungjbslB61fWvwA,0.9492151141166688,ideología política
565,['.deberian aprender de las rusas no quieren parecer iguales'],UCcbOrawYyMCUh2B_hNIkw9Q,0.9488570690155028,ideología política
2555,['Que chigona versión'],UCuptKU7hDQUUgI4uSLoss6g,0.9467793703079224,ideología política
2113,['Patéticas lloronas. La mujer en España en 2019 es el ser más privilegiado en la historia de la Humanidad.'],UCt6rIjUvbxdNhwBCGT5ccug,0.9443645477294922,ideología política
7,['Españoles y despues se qson muy occidentales'],UCCJ7-q-pN4bHboim1ehSVQA,0.944174826145172,racismo
2133,"[""Sin embargo cuando Perú vivió aquella crisis en los 80's, los venezolanos pedían visa y muchas trabas para emigrar a Venezuela... Según tengo entendido. Y ahora los Chamos entran cuando quieren al Perú!! Y hay por montones, algunos hasta se creen la divina pomada. No me agrada mucho esa gente la verdad.""]",UCMr14e6d7g8segiF4hbJzPQ,0.9426537752151488,racismo
869,['mira que listos estos arabes ellos invadieron el territorio palestino y se arman una organizacion para la liberacion de Palestina no pues que listos'],UCnFR6iZaPQSQ3GOzLDIwtTQ,0.9417767524719238,racismo
3715,['No habies lncoherencias muchacha. No quieras defender lo indefendible.'],UCT8V-VFUZ8l8JV_5W6bfQvQ,0.9413796067237854,ideología política
2667,['Las mujeres no pueden ser mas exageradas.'],UCvr48B8oVwwhE-AB25pDbag,0.9406414031982422,racismo
245,"['Ja sabemos como son las mujeres de hoy son muy EXAGERADAS,  a un beso de pico le llamaron AGRESIÓN, así de sensibles y exageradas. Esta dama seguro no le hicieron nada y armó un escandaloso para visibilizarse.  Eso si ellas si pueden cachetearmos o empujarnos etc.']",UCmNuwIia-8xOUpBVbOwd1WQ,0.940370798110962,machismo
2370,['El mundo en esos tiempos no entendía que fue gracias a la unión soviética que los nazis no pudieron conquistar el mundo pero todo el mundo sabía que el occidente y el euroasiático tenían conflictos antes y ellos decían bueno se están metiendo enemigos a que exterminarlos yo me jodo a los alemanes y tú te jodes a los japoneses y seguimos confrontando nos como dos superpotencias capitalismo y comunismo'],UCFt9y8sOU72r4VwDq5tSjXw,0.9377430081367492,racismo
383,['¿Por que todes les feminazis son gordas incoggibles?'],UC9Ht8cI9ImpVNuqzTU4fKZA,0.937634289264679,machismo
1974,"['Nuestros antepasados Europeos fueron criminales en la época de la conquista por que le cambiaron la dieta a los Indígenas. Los Españoles masacraban a los Indígenas, amputandoles las manos o asesinandolos si los veían sembrando Amaranto. Los indígenas no tenían en su mesa arroz blanco, trigo ,maíz (híbridos) ,lácteos la dieta Europea o dieta ácida fue algo que se introdujo a la fuerza.']",UCk19tikkiT3iHum16suS--Q,0.937616765499115,racismo
65,['Europa está perdida. Suerte cuando los musulmanes sean la mayoría.'],UC3Elj-_rObNHCmVULtbNsww,0.936311423778534,racismo
455,"['Karol g es horrible, ya tiene cuerpo de viejita, tiene los hombros y los brazos todos regordetos.']",UCFmrHC3sXFCOeBLFl1Wu-TQ,0.9355134963989258,machismo
1540,['estan todas locas!!!'],UCUcBel4QAVpN7N4LQ6quZkg,0.9348998069763184,ideología política
1117,['Por qué las feministas siempre son feas o gordas?'],UCyxyRxnO9P_z5KQi9UhZaxQ,0.93441241979599,machismo
2458,"['LOS COMUNISTAS, CORTARON EL VIDEO, PARA PONER SOLO LA CRITICA DE LA TURISTA ESPAÑOLA.  PARA QUE NO SE VEA QUE EN REALIDAD CRITICA EL PERONISMO COMUNISTA.. NO A ARGENTINA\nLa CHICA es la ÚNICA QUE DEFIENDE ARGENTINA DEL COMUNISMO!!!! \nNO HA MENTIDO EN NADA\n\nEN AÑOS AUN NO HE VISTO A UN SOLO ARGENTINO CRITICAR EL COMUNISMO!! POR ESO ESTÁ ASI EL PAIS...']",UCTqj6i39ILCFUpnIUO0qqKg,0.9336695075035096,ideología política
